id,title,primary_area,venue,decision,decision_bucket,accepted_label,review_rating_avg,review_confidence_avg,review_count,author_count,keyword_count,title_chars,abstract_chars,has_code_link,md_present,md_line_count,md_figures,md_tables,md_math_blocks,md_has_broken_table_token,md_path
9Lb78wXdFO,Pattern-Guided Adaptive Prior for Structure Learning,general_machine_learning,NeurIPS 2025 poster,,poster,1,,,0,9,4,52,1262,0,0,,,,,,
eG5oh8l1WZ,Pause Tokens Strictly Increase the Expressivity of Constant-Depth Transformers,theory,NeurIPS 2025 poster,,poster,1,,,0,2,4,78,1207,0,0,,,,,,
XKnOA7MhCz,Pay Attention to Small Weights,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,4,1,30,1138,0,0,,,,,,
b2IU6QOOfo,PaZO: Preconditioned Accelerated Zeroth-Order Optimization for Fine-Tuning LLMs,optimization,NeurIPS 2025 poster,,poster,1,,,0,4,3,79,976,0,0,,,,,,
DaNAqCT0XA,PBR-SR: Mesh PBR Texture Super Resolution from 2D Image Priors,applications,NeurIPS 2025 poster,,poster,1,,,0,6,1,62,1390,0,0,,,,,,
kQAnOaayIo,PC-Net: Weakly Supervised Compositional Moment Retrieval via Proposal-Centric Network,applications,NeurIPS 2025 poster,,poster,1,,,0,6,3,85,2394,1,0,,,,,,
NfBrMDF0Xi,PDEfuncta: Spectrally-Aware Neural Representation for PDE Solution Modeling,machine_learning_for_sciences,NeurIPS 2025 poster,,poster,1,,,0,6,3,75,1255,0,0,,,,,,
yPDNQvuyYM,PDPO: Parametric Density Path Optimization,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,3,3,42,1199,0,0,,,,,,
mVh0lIsdUl,Per-Architecture Training-Free Metric Optimization for Neural Architecture Search,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,2,5,81,1535,1,0,,,,,,
p4jKtPCcUh,"Perceive Anything: Recognize, Explain, Caption, and Segment Anything in Images and Videos",deep_learning,NeurIPS 2025 poster,,poster,1,,,0,10,1,89,1389,0,0,,,,,,
BeXcXrXetA,Perception-R1: Pioneering Perception Policy with Reinforcement Learning,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,14,1,71,1110,0,0,,,,,,
wiWNpjcYWH,Performative Risk Control: Calibrating Models for Reliable Deployment under Performativity,theory,NeurIPS 2025 poster,,poster,1,,,0,5,3,90,1305,0,0,,,,,,
PhoyfQG9Vb,Performative Validity of Recourse Explanations,social_and_economic_aspects_of_machine_learning,NeurIPS 2025 poster,,poster,1,,,0,5,7,46,1173,0,0,,,,,,
BPSU46emit,Periodic Skill Discovery,reinforcement_learning,NeurIPS 2025 poster,,poster,1,,,0,6,3,24,1283,0,0,,,,,,
hUCgQWItCX,PeRL: Permutation-Enhanced Reinforcement Learning for Interleaved Vision-Language Reasoning,applications,NeurIPS 2025 poster,,poster,1,,,0,12,4,91,1557,0,0,,,,,,
Hkvyosg7Yx,Permissioned LLMs: Enforcing Access Control in Large Language Models,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,5,3,68,1487,0,0,,,,,,
V13dSX1wAs,PermLLM: Learnable Channel Permutation for N:M Sparse Large Language Models,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,6,2,75,1181,0,0,,,,,,
NC7FPrUpKi,Permutation Equivariant Neural Controlled Differential Equations for Dynamic Graph Representation Learning,general_machine_learning,NeurIPS 2025 poster,,poster,1,,,0,5,5,106,851,0,0,,,,,,
V75MK7uh67,Personalized Bayesian Federated Learning with Wasserstein Barycenter Aggregation,general_machine_learning,NeurIPS 2025 poster,,poster,1,,,0,6,3,80,1232,0,0,,,,,,
ILZ7ZPEHD5,Personalized Exercise Recommendation with Semantically-Grounded Knowledge Tracing,applications,NeurIPS 2025 poster,,poster,1,,,0,4,5,81,1264,0,0,,,,,,
QQUhGPST45,Personalized Federated Conformal Prediction with Localization,probabilistic_methods,NeurIPS 2025 poster,,poster,1,,,0,4,1,61,768,0,0,,,,,,
BBZEcVu1nA,Personalized Image Editing in Text-to-Image Diffusion Models via Collaborative Direct Preference Optimization,applications,NeurIPS 2025 poster,,poster,1,,,0,4,3,109,1162,0,0,,,,,,
Gsi42ohBoM,Personalized Safety in LLMs: A Benchmark and A Planning-Based Agent Approach,social_and_economic_aspects_of_machine_learning,NeurIPS 2025 poster,,poster,1,,,0,7,5,76,1520,0,0,,,,,,
yrNw1R8o2W,Personalized Subgraph Federated Learning with Differentiable Auxiliary Projections,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,3,4,82,1421,1,0,,,,,,
6MUgQXkxIC,Personalized Visual Content Generation in Conversational Systems,applications,NeurIPS 2025 poster,,poster,1,,,0,8,2,64,1449,0,0,,,,,,
5XoqKCmkS7,"Perturb a Model, Not an Image: Towards Robust Privacy Protection via Anti-Personalized Diffusion Models",social_and_economic_aspects_of_machine_learning,NeurIPS 2025 poster,,poster,1,,,0,4,3,103,1801,1,0,,,,,,
bPNzBXl1n7,Perturbation Bounds for Low-Rank Inverse Approximations under Noise,optimization,NeurIPS 2025 poster,,poster,1,,,0,2,4,67,1374,0,0,,,,,,
Ct60KFYMIf,Pessimistic Data Integration for Policy Evaluation,general_machine_learning,NeurIPS 2025 poster,,poster,1,,,0,6,4,50,897,0,0,,,,,,
qeivJh0G2j,Photography Perspective Composition: Towards Aesthetic Perspective Recommendation,applications,NeurIPS 2025 poster,,poster,1,,,0,8,2,81,1265,0,0,,,,,,
AHEKhff4Oa,PhysCtrl: Generative Physics for Controllable and Physics-Grounded Video Generation,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,7,3,83,1244,0,0,,,,,,
fbTGCEfztk,PhysDiff-VTON: Cross-Domain Physics Modeling and Trajectory Optimization for Virtual Try-On,applications,NeurIPS 2025 poster,,poster,1,,,0,2,4,91,1199,0,0,,,,,,
ElTbpJp7b9,PhysDiff: A Physically-Guided Diffusion Model for Multivariate Time Series Anomaly Detection,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,5,4,92,1758,0,0,,,,,,
kxv0M6I7Ud,"Physics of Language Models: Part 4.1, Architecture Design and the Magic of Canon Layers",deep_learning,NeurIPS 2025 poster,,poster,1,,,0,1,2,87,1459,0,0,,,,,,
cf4etwjY7n,Physics-Constrained Flow Matching: Sampling Generative Models with Hard Constraints,machine_learning_for_sciences,NeurIPS 2025 poster,,poster,1,,,0,5,5,83,1255,0,0,,,,,,
rOuRpOA6pm,Physics-informed machine learning with domain decomposition and global dynamics for three-dimensional intersecting flows,machine_learning_for_sciences,NeurIPS 2025 poster,,poster,1,,,0,1,4,120,1976,0,0,,,,,,
tPI9Sw04sZ,Physics-informed Neural Operator for Pansharpening,applications,NeurIPS 2025 poster,,poster,1,,,0,9,1,50,1816,0,0,,,,,,
RnByxq9toW,Physics-informed Reduced Order Modeling of Time-dependent PDEs via Differentiable Solvers,machine_learning_for_sciences,NeurIPS 2025 poster,,poster,1,,,0,4,3,89,1770,0,0,,,,,,
LRYgQuz7kY,Physics-informed Value Learner for Offline Goal-Conditioned Reinforcement Learning,reinforcement_learning,NeurIPS 2025 poster,,poster,1,,,0,3,3,82,1308,1,0,,,,,,
ayR2JfRYRS,PhysioWave: A Multi-Scale Wavelet-Transformer for Physiological Signal Representation,machine_learning_for_sciences,NeurIPS 2025 poster,,poster,1,,,0,6,4,85,1529,1,0,,,,,,
AYDMNzpJPv,PhysVLM-AVR: Active Visual Reasoning for Multimodal Large Language Models in Physical Environments,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,8,5,98,1947,0,0,,,,,,
zrBucj9BwG,PhySwin: An Efficient and Physically-Informed Foundation Model for Multispectral Earth Observation,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,6,5,98,1130,0,0,,,,,,
y9LHDCKeeN,PID-controlled Langevin Dynamics for Faster Sampling of Generative Models,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,5,3,73,1148,1,0,,,,,,
lg2rP98oTf,Pin the Tail on the Model: Blindfolded Repair of User-Flagged Failures in Text-to-Image Services,social_and_economic_aspects_of_machine_learning,NeurIPS 2025 poster,,poster,1,,,0,5,5,96,1622,0,0,,,,,,
xhKsnxJ9FD,PINN Balls: Scaling Second-Order Methods for PINNs with Domain Decomposition and Adaptive Sampling,machine_learning_for_sciences,NeurIPS 2025 poster,,poster,1,,,0,6,4,98,947,0,0,,,,,,
Yg5QkFNHnT,PINNs with Learnable Quadrature,machine_learning_for_sciences,NeurIPS 2025 poster,,poster,1,,,0,3,1,31,1220,0,0,,,,,,
wUoK24u4x7,Pinpointing Attention-Causal Communication in Language Models,social_and_economic_aspects_of_machine_learning,NeurIPS 2025 poster,,poster,1,,,0,2,4,61,1292,0,0,,,,,,
hymrUe6ATL,PIPE: Physics-Informed Position Encoding for Alignment of Satellite Images and Time Series in Typhoon Forecasting,machine_learning_for_sciences,NeurIPS 2025 poster,,poster,1,,,0,7,4,113,1523,0,0,,,,,,
5xwyxupsLL,PipeFusion: Patch-level Pipeline Parallelism for Diffusion Transformers Inference,infrastructure,NeurIPS 2025 poster,,poster,1,,,0,5,4,81,1095,1,0,,,,,,
8hahZ1h9CG,PIVNO: Particle Image Velocimetry Neural Operator,applications,NeurIPS 2025 poster,,poster,1,,,0,4,4,49,1178,1,0,,,,,,
VeZkY3JjWV,Pixel Reasoner: Incentivizing Pixel Space Reasoning via Curiosity-Driven Reinforcement Learning,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,5,2,95,1794,0,0,,,,,,
rJiu7nvLxA,Pixel-Perfect Depth with Semantics-Prompted Diffusion Transformers,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,14,1,66,1321,0,0,,,,,,
hlpRj222RG,PixPerfect: Seamless Latent Diffusion Local Editing with Discriminative Pixel-Space Refinement,applications,NeurIPS 2025 poster,,poster,1,,,0,6,3,94,1337,0,0,,,,,,
eFB9VlI3ew,Place Cells as Multi-Scale Position Embeddings: Random Walk Transition Kernels for Path Planning,general_machine_learning,NeurIPS 2025 poster,,poster,1,,,0,5,7,96,1196,0,0,,,,,,
YTwRZP8mNO,PLANA3R: Zero-shot Metric Planar 3D Reconstruction via Feed-forward Planar Splatting,applications,NeurIPS 2025 poster,,poster,1,,,0,9,3,84,1413,0,0,,,,,,
38GF07Tmtr,PlanarGS: High-Fidelity Indoor 3D Gaussian Splatting Guided by Vision-Language Planar Priors,applications,NeurIPS 2025 poster,,poster,1,,,0,5,3,92,1215,0,0,,,,,,
j6DPMcyjMG,Planning and Learning in Average Risk-aware MDPs,reinforcement_learning,NeurIPS 2025 poster,,poster,1,,,0,2,5,48,952,0,0,,,,,,
LamTzqRHvL,Planning with Quantized Opponent Models,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,3,3,39,901,0,0,,,,,,
kuoD6G0Suq,Planning without Search: Refining Frontier LLMs with Offline Goal-Conditioned RL,reinforcement_learning,NeurIPS 2025 poster,,poster,1,,,0,3,4,80,1487,0,0,,,,,,
r3LYE0Ct3G,PlanU: Large Language Model Reasoning through Planning under Uncertainty,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,10,1,72,1548,0,0,,,,,,
1cFDvuWujv,PLD: A Choice-Theoretic List-Wise Knowledge Distillation,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,3,5,56,1509,0,0,,,,,,
A3ezGit0uB,PLEIADES: Building Temporal Kernels with Orthogonal Polynomials,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,2,5,63,1074,0,0,,,,,,
TfCXLp0Jgo,Plenodium: Underwater 3D Scene Reconstruction with Plenoptic Medium Representation,applications,NeurIPS 2025 poster,,poster,1,,,0,4,6,82,1119,0,0,,,,,,
2sa13vyCn0,pLSTM: parallelizable Linear Source Transition Mark networks,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,5,6,60,1716,1,0,,,,,,
kLNtfA47dL,Plug-and-Play Context Feature Reuse for Efficient Masked Generation,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,4,1,67,1576,0,0,,,,,,
zmCBCbr2Wj,Plug-and-play Feature Causality Decomposition for Multimodal Representation Learning,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,3,3,84,1710,0,0,,,,,,
NWtkmDPAA6,PMLF: A Physics-Guided Multiscale Loss Framework for Structurally Heterogeneous Time Series,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,4,4,91,1537,0,0,,,,,,
NJoDGAnhWB,PMQ-VE: Progressive Multi-Frame Quantization for Video Enhancement,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,10,2,66,1774,0,0,,,,,,
5fKXeqtBuB,PocketSR: The Super-Resolution Expert in Your Pocket Mobiles,applications,NeurIPS 2025 poster,,poster,1,,,0,12,3,60,1450,0,0,,,,,,
Xma2G1ak3H,POCO: Scalable Neural Forecasting through Population Conditioning,neuroscience_and_cognitive_science,NeurIPS 2025 poster,,poster,1,,,0,7,3,65,1577,1,0,,,,,,
43C31u7nxV,PoGDiff: Product-of-Gaussians Diffusion Models for Imbalanced Text-to-Image Generation,probabilistic_methods,NeurIPS 2025 poster,,poster,1,,,0,4,2,86,895,0,0,,,,,,
pceKiO7cEr,Point Cloud Synthesis Using Inner Product Transforms,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,2,5,52,627,0,0,,,,,,
hwKnBsXwXd,Point or Line? Using Line-based Representation for Panoptic Symbol Spotting in CAD Drawings,applications,NeurIPS 2025 poster,,poster,1,,,0,10,3,91,1472,0,0,,,,,,
sYeE1obXGG,Point-MaDi: Masked Autoencoding with Diffusion for Point Cloud Pre-training,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,4,3,75,1581,0,0,,,,,,
wdyOwMISSR,Point-RFT: Improving Multimodal Reasoning with Visually Grounded Reinforcement Finetuning,applications,NeurIPS 2025 poster,,poster,1,,,0,7,3,89,1418,0,0,,,,,,
yk1iqV9Etr,Point3R: Streaming 3D Reconstruction with Explicit Spatial Pointer Memory,applications,NeurIPS 2025 poster,,poster,1,,,0,4,1,73,1387,1,0,,,,,,
sj5wiTCtu6,Point4Bit: Post Training 4-bit Quantization for Point Cloud 3D Detection,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,4,3,72,1503,0,0,,,,,,
4xl00JWQ1z,PointMAC: Meta-Learned Adaptation for Robust Test-Time Point Cloud Completion,applications,NeurIPS 2025 poster,,poster,1,,,0,6,1,77,1521,0,0,,,,,,
ZR2mdBrhJX,PointMapPolicy: Structured Point Cloud Processing for Multi-Modal Imitation Learning,reinforcement_learning,NeurIPS 2025 poster,,poster,1,,,0,15,3,84,1250,0,0,,,,,,
MuxBO5f8mL,PointTruss: K-Truss for Point Cloud Registration,general_machine_learning,NeurIPS 2025 poster,,poster,1,,,0,8,1,48,1271,0,0,,,,,,
quKHZ3fcgx,Poison as Cure: Visual Noise for Mitigating Object Hallucinations in LVMs,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,4,2,73,960,0,0,,,,,,
cg2S1qqNSq,Polar Sparsity: High Throughput Batched LLM Inferencing with Scalable Contextual Sparsity,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,4,8,89,1279,0,0,,,,,,
jDxFD45kkc,PoLAR: Polar-Decomposed Low-Rank Adapter Representation,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,4,6,55,825,0,0,,,,,,
JCTTLKEBza,PolarQuant: Leveraging Polar Transformation for Key Cache Quantization and Decoding Acceleration,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,8,3,96,1502,1,0,,,,,,
VYY5sG4EMm,Policy Gradient Methods Converge Globally in Imperfect-Information Extensive-Form Games,theory,NeurIPS 2025 poster,,poster,1,,,0,2,14,87,1760,0,0,,,,,,
yEq201U9AM,Policy Optimized Text-to-Image Pipeline Design,applications,NeurIPS 2025 poster,,poster,1,,,0,5,1,46,1460,0,0,,,,,,
rldWzb0E7G,"PolyJuice Makes It Real: Black-Box, Universal Red Teaming for Synthetic Image Detectors",deep_learning,NeurIPS 2025 poster,,poster,1,,,0,5,6,87,1456,0,0,,,,,,
U7gu9x1xzx,PolyPose: Deformable 2D/3D Registration via Polyrigid Transformations,machine_learning_for_sciences,NeurIPS 2025 poster,,poster,1,,,0,3,4,69,1530,0,0,,,,,,
plrg87MP0F,PolyVivid: Vivid Multi-Subject Video Generation with Cross-Modal Interaction and Enhancement,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,7,2,92,1506,0,0,,,,,,
8uhXfdSJmA,Pool Me Wisely: On the Effect of Pooling in Transformer-Based Models,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,7,3,68,1491,0,0,,,,,,
KuXnKedjAj,Pose Splatter: A 3D Gaussian Splatting Model for Quantifying Animal Pose and Appearance,neuroscience_and_cognitive_science,NeurIPS 2025 poster,,poster,1,,,0,4,3,87,1396,0,0,,,,,,
EdpkLRZZvu,PoseCrafter: Extreme Pose Estimation with Hybrid Video Synthesis,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,6,1,64,1149,0,0,,,,,,
7dBPm5c5ue,Positional Fragility in LLMs: How Offset Effects Reshape Our Understanding of Memorization Risks,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,3,5,96,1473,0,0,,,,,,
CmKar1zptJ,Post Hoc Regression Refinement via Pairwise Rankings,general_machine_learning,NeurIPS 2025 poster,,poster,1,,,0,6,3,52,1001,0,0,,,,,,
vqoiuHbOsG,Posterior Contraction for Sparse Neural Networks in Besov Spaces with Intrinsic Dimensionality,theory,NeurIPS 2025 poster,,poster,1,,,0,4,4,94,1018,0,0,,,,,,
ARZiMmb619,Posterior Sampling by Combining Diffusion Models with Annealed Langevin Dynamics,theory,NeurIPS 2025 poster,,poster,1,,,0,3,4,80,1027,0,0,,,,,,
bFXbLQzRoZ,Power Lines: Scaling laws for weight decay and batch size in LLM pre-training,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,6,9,77,1091,0,0,,,,,,
MaglIUQKVX,PPMStereo: Pick-and-Play Memory Construction for Consistent Dynamic Stereo Matching,applications,NeurIPS 2025 poster,,poster,1,,,0,7,1,83,1491,1,0,,,,,,
RpE4HeuX69,Practical and Effective Code Watermarking for Large Language Models,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,2,3,67,1207,1,0,,,,,,
QLQqMndNoL,Practical Bayes-Optimal Membership Inference Attacks,social_and_economic_aspects_of_machine_learning,NeurIPS 2025 poster,,poster,1,,,0,4,5,52,1000,0,0,,,,,,
R1CximX3Cw,Practical Kernel Selection for Kernel-based Conditional Independence Test,probabilistic_methods,NeurIPS 2025 poster,,poster,1,,,0,7,3,73,1207,0,0,,,,,,
CYG3kmFsgM,Pragmatic Heterogeneous Collaborative Perception via Generative Communication Mechanism,applications,NeurIPS 2025 poster,,poster,1,,,0,6,1,87,1756,1,0,,,,,,
U806q3iILo,Praxis-VLM: Vision-Grounded Decision Making via Text-Driven Reinforcement Learning,applications,NeurIPS 2025 poster,,poster,1,,,0,5,3,82,1188,0,0,,,,,,
btBqWTbf6q,Pre-trained Large Language Models Learn to Predict Hidden Markov Models In-context,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,5,1,82,1187,0,0,,,,,,
efwbxMJ5M6,Pre-Trained Policy Discriminators are General Reward Models,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,22,5,59,1786,0,0,,,,,,
qhYp0kHjUS,PREAMBLE: Private and Efficient Aggregation via Block Sparse Vectors,theory,NeurIPS 2025 poster,,poster,1,,,0,5,3,68,1302,0,0,,,,,,
2sMk2ShRdP,Precise Diffusion Inversion: Towards Novel Samples and Few-Step Models,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,4,1,70,1576,1,0,,,,,,
yv7zKaptjo,Precise Information Control in Long-Form Text Generation,applications,NeurIPS 2025 poster,,poster,1,,,0,10,5,56,1486,0,0,,,,,,
7AGXSlXcK6,Predictability Enables Parallelization of Nonlinear State Space Models,optimization,NeurIPS 2025 poster,,poster,1,,,0,5,11,70,1698,0,0,,,,,,
a64D9Vl7wK,Predicting Empirical AI Research Outcomes with Language Models,applications,NeurIPS 2025 poster,,poster,1,,,0,5,3,62,1624,0,0,,,,,,
iQoZv77o3g,Predicting Functional Brain Connectivity with Context-Aware Deep Neural Networks,neuroscience_and_cognitive_science,NeurIPS 2025 poster,,poster,1,,,0,5,5,80,1989,1,0,,,,,,
Km8P3gtJzO,Predicting partially observable dynamical systems via diffusion models with a multiscale inference scheme,machine_learning_for_sciences,NeurIPS 2025 poster,,poster,1,,,0,21,5,105,1493,0,0,,,,,,
IBFnEaArnz,Predicting the Performance of Black-box Language Models with Follow-up Queries,social_and_economic_aspects_of_machine_learning,NeurIPS 2025 poster,,poster,1,,,0,3,3,78,1365,0,0,,,,,,
2rupjsmVpp,Prediction with expert advice under additive noise,theory,NeurIPS 2025 poster,,poster,1,,,0,2,7,50,842,0,0,,,,,,
HOa6LTIjyn,Prediction-Powered Causal Inferences,probabilistic_methods,NeurIPS 2025 poster,,poster,1,,,0,7,3,36,1181,0,0,,,,,,
oYIXUwmNig,Prediction-Powered Semi-Supervised Learning with Online Power Tuning,general_machine_learning,NeurIPS 2025 poster,,poster,1,,,0,5,5,68,1050,0,0,,,,,,
ykDUVoelgj,Predictive Coding Enhances Meta-RL To Achieve Interpretable Bayes-Optimal Belief Representation Under Partial Observability,neuroscience_and_cognitive_science,NeurIPS 2025 poster,,poster,1,,,0,4,10,123,1544,0,0,,,,,,
f4GBN307sm,Preference Distillation via Value based Reinforcement Learning,applications,NeurIPS 2025 poster,,poster,1,,,0,4,3,62,1051,0,0,,,,,,
ibLGUkBWlz,Preference Learning with Lie Detectors can Induce Honesty or Evasion,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,2,6,68,1450,0,0,,,,,,
KR2zKdlEJ2,Preference Learning with Response Time: Robust Losses and Guarantees,general_machine_learning,NeurIPS 2025 poster,,poster,1,,,0,3,5,68,1441,0,0,,,,,,
Iytf59QZzl,Preference Optimization by Estimating the Ratio of the Data Distribution,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,4,3,72,1586,1,0,,,,,,
4qE0rnS93Z,Preference Optimization on Pareto Sets: On a Theory of Multi-Objective Optimization,optimization,NeurIPS 2025 poster,,poster,1,,,0,3,4,83,1310,0,0,,,,,,
w1yccSuVtg,Preference-Based Dynamic Ranking Structure Recognition,general_machine_learning,NeurIPS 2025 poster,,poster,1,,,0,3,5,54,1022,0,0,,,,,,
mPuOMcN9E7,Preference-based Reinforcement Learning beyond Pairwise Comparisons: Benefits of Multiple Options,theory,NeurIPS 2025 poster,,poster,1,,,0,3,5,97,1667,0,0,,,,,,
60I6TzuHOb,Preference-driven Knowledge Distillation for Few-shot Node Classification,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,6,4,73,1204,1,0,,,,,,
TSd6GrXTFW,Preference-Driven Multi-Objective Combinatorial Optimization with Conditional Computation,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,6,1,89,1180,0,0,,,,,,
moiVS9AY0q,Preference-Guided Diffusion for Multi-Objective Offline Optimization,general_machine_learning,NeurIPS 2025 poster,,poster,1,,,0,5,4,68,1361,0,0,,,,,,
tDG6bY48ch,PrefixKV: Adaptive Prefix KV Cache is What Vision Instruction-Following Models Need for Efficient Generation,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,8,2,108,1541,1,0,,,,,,
kWZRLR7w52,PreFM: Online Audio-Visual Event Parsing via Predictive Future Modeling,applications,NeurIPS 2025 poster,,poster,1,,,0,4,3,71,1326,0,0,,,,,,
A5O41ntKjk,PRESCRIBE: Predicting Single-Cell Responses with Bayesian Estimation,machine_learning_for_sciences,NeurIPS 2025 poster,,poster,1,,,0,5,5,68,1106,0,0,,,,,,
Tf9eoTIIjh,Preserving LLM Capabilities through Calibration Data Curation: From Analysis to Optimization,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,8,4,92,1554,1,0,,,,,,
t79rMQGk4S,Preserving Task-Relevant Information Under Linear Concept Removal,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,3,1,65,910,0,0,,,,,,
I9VNWQ15Ni,PRESTO: Preimage-Informed Instruction Optimization for Prompting Black-Box LLMs,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,3,2,79,1555,0,0,,,,,,
82r0lqYIWg,Pretraining a Shared Q-Network for Data-Efficient Offline Reinforcement Learning,reinforcement_learning,NeurIPS 2025 poster,,poster,1,,,0,3,2,80,1278,0,0,,,,,,
cZMno8E3yp,Preventing Shortcuts in Adapter Training via Providing the Shortcuts,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,11,6,68,1383,0,0,,,,,,
7bCPXHq8xV,Price of Parsimony: Complexity of Fourier Sparsity Testing,theory,NeurIPS 2025 poster,,poster,1,,,0,2,5,58,1621,0,0,,,,,,
Em9QmNobh0,"Principled Fine-tuning of LLMs from User-Edits: A Medley of Preference, Supervision, and Reward",reinforcement_learning,NeurIPS 2025 poster,,poster,1,,,0,4,1,95,1167,0,0,,,,,,
HThoCI90b4,Principled Long-Tailed Generative Modeling via Diffusion Models,theory,NeurIPS 2025 poster,,poster,1,,,0,4,4,63,1624,0,0,,,,,,
w7Fe5rHLvJ,Principled Model Routing for Unknown Mixtures of Source Domains,general_machine_learning,NeurIPS 2025 poster,,poster,1,,,0,4,3,63,1159,0,0,,,,,,
p37Kd7EQhy,Prior Forgetting and In-Context Overfitting,deep_learning,NeurIPS 2025 poster,,poster,1,,,0,1,7,43,1031,0,0,,,,,,
lC4WKmTScD,Prior-Guided Diffusion Planning for Offline Reinforcement Learning,reinforcement_learning,NeurIPS 2025 poster,,poster,1,,,0,4,3,66,1392,1,0,,,,,,
yh1t1yFtXG,Prior-Guided Flow Matching for Target-Aware Molecule Design with Learnable Atom Number,machine_learning_for_sciences,NeurIPS 2025 poster,,poster,1,,,0,4,5,86,1200,0,0,,,,,,
PZqII8EoFG,Prioritizing Perception-Guided Self-Supervision: A New Paradigm for Causal Modeling in End-to-End Autonomous Driving,applications,NeurIPS 2025 poster,,poster,1,,,0,5,1,116,1871,0,0,,,,,,
0ZnXGzLcOg,Privacy Reasoning in Ambiguous Contexts,social_and_economic_aspects_of_machine_learning,NeurIPS 2025 poster,,poster,1,,,0,6,4,39,949,0,0,,,,,,
G8WnkCYEZ6,Private Continual Counting of Unbounded Streams,social_and_economic_aspects_of_machine_learning,NeurIPS 2025 poster,,poster,1,,,0,2,5,47,1245,0,0,,,,,,
zOCENGh1Jg,Private Evolution Converges,theory,NeurIPS 2025 poster,,poster,1,,,0,3,3,27,1326,0,0,,,,,,
b3tygCf3T7,Private Geometric Median in Nearly-Linear Time,social_and_economic_aspects_of_machine_learning,NeurIPS 2025 poster,,poster,1,,,0,4,3,46,1295,0,0,,,,,,
gcWJyQlFlz,Private Online Learning against an Adaptive Adversary: Realizable and Agnostic Settings,theory,NeurIPS 2025 poster,,poster,1,,,0,3,2,87,1159,0,0,,,,,,
TonANdlBoe,Private Statistical Estimation via Truncation,theory,NeurIPS 2025 poster,,poster,1,,,0,2,4,45,1040,0,0,,,,,,
b6SWqFEOSF,Private Training Large-scale Models with Efficient DP-SGD,applications,NeurIPS 2025 poster,,poster,1,,,0,6,3,57,1527,1,0,,,,,,
zytITzY4IW,Private Zeroth-Order Optimization with Public Data,social_and_economic_aspects_of_machine_learning,NeurIPS 2025 poster,,poster,1,,,0,2,2,50,1352,0,0,,,,,,
IXiCBWNTRr,Pro3D-Editor: A Progressive-Views Perspective for Consistent and Precise 3D Editing,applications,NeurIPS 2025 poster,,poster,1,,,0,4,3,83,1269,0,0,,,,,,
HMVQ00vabY,Probabilistic Reasoning with LLMs for Privacy Risk Estimation,applications,NeurIPS 2025 poster,,poster,1,,,0,4,7,61,1045,0,0,,,,,,
